review,mysentiment,min,max,sentiment
"['Το εχω περιπου 4 μηνες. Στην αρχη ηταν οτι λεγανε vfm ολα καλα κανενα προβλημα. Μετα απο λιγο καιρο ΟΤΑΝ ΜΕ ΠΕΡΝΑΝΕ ΤΗΛΕΦΩΝΟ ΔΕΝ ΤΟΥ΅ΑΚΟΥΓΑ ΟΤΙ ΜΕ ΑΚΟΥΓΑΝ.(το ιδιο και οταν εγω επαιρνα) Μετα απο ενα φορματ(εργοστασιακες ρυθμισεις) εφτιαξε. Ομως μετα πο κανεναν μηνα με παρα πολυ λιγη χρυση δεν ανταποκρινοταν και πατιωταν οτι ναναι. Αλλα αυτα ετυχαν σε εμενα, υπαρχουν χιλιαδες θετικες αξιολογισεις για αυτο το κινητο αλλα δεν παευει να υπαρχει και μια εξερεση. Εννοειτε πλεον δεν ειναι τοσο vfm γιατι βγηκαν το poco x3 pro και το poco f3 που ειναι μακραν καλυτερα απο τι εχω ακουσει απο φιλου και γενικα απο αυτες τις λιγες αξιολογισεις. Τωρα η αποφαση δικια σας....']",0,-2,2,0
"['Λοιπόν έχω έχω κινητό εδώ και 6 μέρες. Έχω διαβάσει πολλές αξιολογήσεις που λένε ότι ο ήχος της μουσικής δεν είναι ικανοποιητικός. Ως χρήστης iPhone εδώ και 3 χρόνια έχω να πω πως ο ήχος είναι ικανοποιητικοτατος αρκετά δυνατός και καλής ποιότητας. Μπαταρία διαρκεί Ε εντάξει όχι 2 μέρες που λένε κάποιοι (μόνο άμα η χρήση είναι της μιας ώρας την ημέρα,θα κρατήσει τοσο) Γενικά το κινητό είναι αρκετά καλό. Τα μόνα αρνητικά είναι αρχικά το face id το δαχτυλικο και η πληκτρολογιση του κωδικού. Αργούν απίστευτα και πολλές φορές κάθομαι και βάζω το δαχτυλικο για κάνα 5"" .. Δεν κολλάει.']",0,-3,3,1
"['Στα θετικά.....Ωραίο τηλέφωνο,πολύ καλή οθόνη,ωραία φωτογραφία,στα αρνητικά τώρα...., τραβάει κολλήματα πότε πότε, τραγικό το δακτυλικό αποτύπωμα και το face id δεν πιάνει με τίποτα κάθε τρεις και λίγο θέλει ανανέωση']",0,-2,1,1
"['Ειναι αρκετα καλο , εχει οθοναρα πολυ ωραια χρωματα , οι φωτογραφιες του ειναι πολυ καλες κυριως σε καλο φωτισμο αλλα κ οι βραδινες ειναι αξιοπρεπεις. Για καθημερινη απλη χρηση για σερβαριαμα στο ιντερνετ ειναι μια χαρα. Οσον αφορα τα παιχνιδια νομιζω υστερει καποιος που παιζει βαρια παιχνιδια δεν θα τα ευχαριστηθει στη συγκεκριμενη συσκευη.']",0,-3,3,1
"['Το έχω πάρει εδώ και 10 μέρες. \nΠολύ καλό μέχρι στιγμής, με εξαίρεση το face ID και το δακτυλικό αποτύπωμα, τα οποία κάποιες φορές δεν λειτουργούν στο 100% ή δεν είναι πολύ γρήγορα. \nΗ εικόνα πολύ καλή, όπως και η αφή (ακόμα και με προστατευτικό). Ο ήχος αν και τον φοβόμουν από κάτι αξιολογήσεις που είχα διαβάσει αρκετά δυνατός και καλός. Η μπαταρία κρατάει μία μέρα με συνεχή χρήση. \nΤέλος, ισχύει ότι επειδή είναι καινούργιο μοντέλο δεν υπάρχει ακόμα μεγάλη ποικιλία στα αξεσουάρ.']",0,-3,3,1
"['Είμαι πολύ ευχαριστημένος από την αγορά. Θα ξεκινήσω από την οθόνη που είναι το σημαντικότερο στοιχείο καθώς φοράει μια super amoled οθόνη με υπέροχα χρώματα και με την εγγύηση της Samsung. Η μπαταρία του είναι πολύ τίμια και με μέτρια χρήση βγάζει 3 ημέρες χωρίς πρόβλημα ενώ με μια ημέρα πολύωρης χρήσης το βράδυ θα έχει ακόμα 25-35%. Η κάμερα κάνει πολύ καλές λήψεις σε καλό φωτισμό, όπως ακριβώς και το βίντεο. Ο αποθηκευτικός χώρος πολύ μεγάλος. Face ID είναι - σχετικά - γρήγορο σε καλό φωτισμό και όταν το έχεις στη μέτρια προστασία (δηλαδή να λαμβάνει λιγότερες πληροφορίες για το πρόσωπο σου και επομένως να γίνεται γρηγορότερα η αναγνώριση). Το Touch ID είναι γρήγορο αλλά όχι τόσο όσο με την τεχνολογία που αναγνωρίζει το δακτυλικό αποτύπωμα απευθείας με την αφή σε σχέση με αυτή που σαρώνει το δάχτυλο και βρίσκεται πάνω στην οθόνη. Για μια πλήρη φόρτιση χρειάζεται περίπου 2 ώρες και κατά τη φόρτιση υπάρχει ζωντανή ενημέρωση για το χρόνο που απομένει για να φτάσει στο 100%. Γενικά δεν έχω αντιμετωπίσει κάποιο κόλλημα, ωστόσο δεν το έχω χρησιμοποιήσει για gaming ή κάποια βαριά χρήση πέραν της χρήσης απλών εφαρμογών, κάμερα και συνεχείς εναλλαγές σε apps. Κάποιο αρνητικό ακόμα δεν έχω εντοπίσει.']",0,-3,3,1
['Πολύ καλό κινητό μέχρι στιγμής απλά δεν υπάρχουν διαθέσιμο αξεσουάρ και χωρίς θήκη δύσκολο να ζήσει το κινητό.'],1,-2,3,1
"['Ειναι οτι πρεπει.η καμερα του τραβάει πολύ καλες φωτο.ο επεξεργαστης του , που ειχα ενδοιασμούς,δεν με εχει απογοητευση μεχρι στιγμής οσο και να τον ζορισα..']",1,-2,3,1
['Παιδιά μετά από 2 χρόνια με το redmi note 6 pro που από την αρχή κολλαγε αρκετά μόνο καλά λόγια έχω να πω για το lg.Το έχω μόνο ένα μήνα αλλά τα σημάδια δείχνουν ότι το κινητό είναι πολύ τίμιο για τα 180 του ευρώ..δεν κολλάει είναι με άμεση απόκριση και οι φωτο του αξιοπρεπείς..Για κάποιον με μέτρια έως αρκετή χρήση είναι ότι πρέπει..δεν είναι για φωτογράφους αλλά μια χαρά οι φωτο του..και η μπαταρία σχεδόν 2μερες κρατάει..Κατά την γνώμη μου αξίζει!!'],0,-3,3,1
"['Για τα 200Ε ειναι ενα μετριο τηλεφωνο,ψηλοσερνεται σε σχεση με τον ανταγωνισμο,\nεπισης το ακουστικο του δεν ακουγεται καλα στις κλησεις,παροιλα αυτα εχει καλη καμερα αυτο!']",0,-2,2,0
['τηλέφωνο για λίγους ψαγμένους χρήστες εξαιρετικής ποιότητας γρήγορο κινητό σε καλή τιμή ποιότητα που ξεχωρίζει κατασκευής φωτογραφίες βίντεο εκπληκτικάο λόγος που θα αγοράσετε είναι η πιστοποίηση προστασίας σε υγρασία και σκόνη που δεν έχει κανένα άλλο τηλέφωνο μέχρι τα 200 ευρώ'],0,-2,1,1
['Εκτός το βάρος  σε όλα τα άλλα είναι άριστο. Το έχω 3 μήνες τώρα.'],0,-1,1,1
['Ειμαι πολυ ευχαριστημένη με αυτη την αγορα'],1,-1,2,1
['Για τα λεφτά του αξίζει σαν τηλέφωνο αλλά η κάμερα δεν είναι καθόλου αυτό πού λένε στην περιγραφή'],0,-1,1,0
"['Πολύ καλό για τα χρήματά του! Εξαιρετική οθόνη, μεγάλη και ευκρινής! Δεν έχω κάποιο παράπονο!']",1,-1,3,1
"['To κινητό εχει καποια πολυ καλα χαρακτηριστικα, αλλα εχει ενα βασικο προβλημα. Το ιδιο προβλημα ειχε και η προηγουμενη εκδοση που ειχα Redmi Note 5. Επιβεβαιωμενα λοιπον (σε συγκριση με αλλα κινητα που υπαρχουν στο σπιτι), εχει προβλημα, οταν το σημα δεν ειναι πολυ καλο, οπως συμβαινει στην περιοχη μου. Ενω δηλαδη ενα Samsung (του ιδιας περιπου τιμης) δεν εχει προβλημα στην επικοινωνια, το Redmi εμφανιζει διακοπες κατα την ομιλια και disconnects. Eπιπλεον, το VoWifi, δεν ενεργοποιεται και δεν δουλευει παντα για να σωσει την κατάσταση, ακομα και αν του δωσεις προτεραιοτητα over mobile networks. Καποιες φορες αναγκάζομαι να ενεργοποιησω το airplane mode και μετα να ανοιξω το wifi για να υποχρεώσω το κινητο να κανει κλιση μεσω VoWifi, γιατι δεν μπορεις να μιλησεις μεσω mobile network και δεν ενεργοποιείται αυτοματα το VoWifi.\nΔεν θα συνιστουσα λοιπον το κινητο για περιοχες οπου το σημα ειναι οριακο.']",1,-2,3,0
"['Το κινητό το έχω σχεδόν 6 μήνες!από τον πρώτο και όλας μήνα κολλούσε που και που,πάγωνε η οθόνη,μετά άρχισε να το κάνει πιο έντονα,σε βαθμό που εξαφανιζόταν τα πάντα από το κινητό,λες και δεν είχε μενού! Με την Επανακκινιση έστρωνε! Και τωρα έχει αρχίσει να ανοιγοκλείνει και όλας μόνο του! Περιμένω να δω στο service τι θα Μ πούνε! Δε το συνηστω σε κανέναν πάντως! Πολύ κακή επιλογή']",0,-1,1,0
"['Εξαιρετικό κινητό, εκτός εάν θέλεις να μιλήσεις στο τηλέφωνο.\nΚακή ποιότητα κλήσεων, συνεχής τερματισμός κλήσεων, ειδικά σε χαμηλή ισχύ σήματος δικτύου κινητής το τηλέφωνο τρελένεται!!! Αρχίζει να λειτουργεί αυτόνομα, καθόλου smart, να γράφει μόνο του μηνύματα, να τραβάει φωτογραφίες, να κλειδώνει....\nΊσως να είναι προβληματικό το συγκεκριμένο. Ελπίζω να έχω μια ικανοποιητική απάντηση από το service της Xiaomi.']",0,-2,2,0
"['Το κινητό το έχω 12 με 14 μήνες πρπ και πετάει κυριολεκτικά δεν έχει βγάλει θέμα πουθενά. Το ηχείο δουλεύει το ίδιο από όταν το πρώτο πήρα, στα παιχνίδια που παίζω είτε είναι μεγαλα είτε είναι μικρά παίζει ασταμάτητα χωρίς κολλήματα, χάρη στην μεγάλη οθόνη βολεύει φουλ για Netflix. Και το καλύτερο στοιχείο του ειναι η κάμερα.']",1,-2,3,1
"['Πολύ καλό κινητό. Στιβαρό , γρήγορο με καλή μπαταρία και κάμερα. Βασικά ότι χρειάζεσαι για 250 euro κινητό. Καλή επένδυση.']",1,-1,3,1
"['Είναι πολύ καλό κινητό αξίζει τα λεφτά του , προτείνω σε όλους να το αγοράσουν .Έχω μείνει πολύ ευχαριστημένη μόνο αυτό !!!! \nΘετικά \n1) έχει πολύ καλή κάμερα \n2) κυριότερο, αξίζει \n3)έχει πολύ χώρο και τα 64gb που έχω έχω είναι μια χαρά \n4)επειδή κάνω βίντεο και βγάζω φωτό συνέχεια έχει πολύ καλή κάμερα \nΤο μόνο κακο είναι ότι αν το φορτώσεις κολαει αλλά είναι σπάνιο πολύ']",0,-3,3,1
['Το κινητό το έχω έξι μήνες και άρχισε να βγάζει πρόβλημα το ηχείο και το ακουστικό. Δεν ακούω αλλά ούτε με ακούνε όταν με καλούν. Έχω απογοητευτεί περίμενα να μη συμβαίνουν αυτά.'],0,-2,1,0
"[""Είμαι απογοητευμένη παρά πολύ ,το αγόρασα 1/7/2020 από γνωστή αλυσίδα .\nΌλοι όσοι αξιολογείτε ότι είναι εξαιρετικό κτλ θα συμφωνήσω ΟΜΩΣ μέχρι τους 8-9 μήνες . \nΜετά απ' αυτό το διάστημα αρχίζει καθημερινές επανεκκινήσεις και παγώνει η οθόνη. \nΠροτιμούσα χίλιες φορές να είχα δώσει αυτά τα 150€ παραπάνω και να είχα πάρει κάτι άλλο πχ p30 pro παρά να τα δώσω τώρα και να μείνω και χωρίς κινητό γύρω στον έναν μήνα. Λυπάμαι .""]",0,-2,1,0
"['Ότι χειρότερο υπάρχει σε κινητό χίλιες φορές το note 8 pro και ας είναι παλιότερο, το έχω από τον Ιούλιο και ακόμα μετανιώνω που πέταξα τα λεφτά, αλλά καλά να πάθω xiaomi πήγα και πήρα']",0,-3,2,0
"['Στα τρία καλύτερα κάτω από 300€. Βαρύ;Ναι αλλά είναι 6.7οθονη και 5000mah μπαταρία.Γρηγορο, δεν κολλάει, αν χτυπούσε και το φραπέ μου θαταν ΤΕΛΕΙΟ χαχα. Το προτείνω με κλειστά μάτια. Το έχω από Ιανουάριο και όλα τέλεια. Αυτό και το poco x3 τα καλυτερα']",1,-2,3,1
['παιδιά όταν το πήρα δούλευε τέλεια... 8 μήνες το έχω  και κολλάει πάρα πολύ .. θέλει 5 φορές επανεκκίνηση τη μέρα τουλάχιστον!'],1,-2,3,0
"['Τιμιότατο! Τρομερό value for money! Μπαταρία που κρατάει μέρες ακόμα και αν το ""γονατίσεις"". Υπερβολικά γρήγορη φόρτιση.']",0,-1,1,1
"['Μετά από το note 4 pro το οποίο δεν παρουσίασε ιδιαίτερα προβλήματα και ο κύριος λόγος αντικατάστασης ήταν η αποδυναμωμένη μπαταρία του μετά από 3 χρόνια δυνατής χρήσης, αγόρασα το note 9 pro.\nΓια τα χρήματα του είναι ένα αρκετά καλό τηλέφωνο αλλά στους 3 μήνες έχει αρχίσει και βγάζει προβλήματα. Το πιο κακό είναι ότι το κινητό κάνει επανεκκίνηση μόνο του χωρίς κάποιο ιδιαίτερο λόγο. Το άλλο μεγάλο πρόβλημα του είναι ο ήχος μέσα από ακουστικά. Έχω δοκιμάσει και Bluetooth και με καλώδιο αλλά ο ήχος είναι εξαιρετικά χαμηλός. Έχω δοκιμάσει όλες τις προτάσεις που κυκλοφορούν αλλά δεν έχω καταφέρει να το αλλάξω. Οι φωτογραφίες που βγάζει είναι πολύ μέτριες αλλά σε σχέση με το note 4 pro αρκετά βελτιωμένες.']",0,-3,3,0
"['Η μπαταρία με συνεχή χρήση βγάζει τουλάχιστον 30 ώρες με πλήρη φόρτιση και 3 μέρες με Όχι πολύ βαριά χρήση. Η κάμερα πάρα πολύ καλή, τραβάει και 4K βίντεο κι φωτογραφιες. Οθόνη 2K στα 60Hz και γρήγορη απόκριση. Ο fingerprint sensor είναι στο πλάι του κινητού με επίσης άμεση απόκριση. Παίρνει 2 sim και SD card ταυτόχρονα. Έρχεται στο κουτί με fast charge φορτιστή (10%-100% φόρτιση σε 1 ωρα)']",0,-2,1,1
"['Το xiaomi redmi note 9 pro είναι μια συσκευή η οποία σίγουρα θα αρέσει σε πολλούς χάρις τα super χαρακτηριστικά του. Ενα από αυτά, είναι η Μπαταρία. Η μπαταρία δεν τελειώνει καθόλου ευκολα με την δικιά μου χρήση ( λίγα παιχνίδια , αρκετά social media, κλήσεις και μουσική) κρατάει περίπου 3 μέρες, όμως με << σκληρή >> χρήση βγάζει άνετα 2 ημέρες. Η οθόνη του redmi note 9 pro είναι φανταστική με ωραία χρώματα και μεγάλη φωτεινότητα, σίγουρα αν δεν ήξερε κάποιος ότι αυτή η οθόνη είναι τεχνολογίας LCD IPS, θα έλεγε ότι είναι OLED!! Οι κάμερες είναι πολύ καλές και σε συνθήκες χαμηλού φωτισμού αλλά και στον ήλιο, σίγουρα η λειτουργία 64 megapixel κανει δουλειά, επίσης με την λειτουργία pro μπορείς να ρυθμίσεις όπως θες εσύ την κάμερα. Η macro είναι καλή στον ήλιο δηλαδή με πολύ φως αλλά το βράδυ χωρίς flash εκεί τα πράγματα δεν είναι τόσο καλά, η ultra wide κάμερα είναι καλή όμως θέλει λίγη δουλειά ακόμα. Η selfie είναι καλή όμως θα ήθελα να είναι τα χρώματα της πιο ζωντανά. Το βίντεο είναι καλό και με 4K με 30 FPS και το ζουμ καλό είναι και όταν τραβάς κανονική φωτογραφία αλλά και στο βίντεο, εντάξει με τα από το 6x τα αποτελέσματα δεν είναι τόσο καλά όπως και σε αλλα κινητά αυτής της κατηγορίας. Το ηχείο είναι δυνατό και με πολύ ωραίο μπασο το ίδιο ισχύει και για τις κλήσεις. Ο αισθητήρας δακτυλικών αποτυπωμάτων είναι πολύ γρήγορος και σε ωραία θέσει μεσα στο power button. Βέβαια όταν κάποιος έχει ιδρωμενα χέρια ή ειναι βρεχμενα δύσκολα θα το αναγνωρίσει. Η φόρτιση με αυτήν την χωρητικότητα της μπαταρίας είναι πολύ γρήγορη έχω υπολογίσει από το 15 % μέχρι το 80% 25 με 30 λεπτά!! Ο επεξεργαστής είναι πολύ γρήγορος χωρίς κανένα απολύτως θέμα όλα πάνε πολύ γρήγορα και στα παιχνίδια, ισχύει το ίδιο και το Miui με  βολεύει πάρα πολύ, πιστεύω πως είναι αν όχι το καλύτερο, ένα από τα καλύτερα UI που υπάρχουν. Το κινητό το προτείνω να το αγόρασε 100%, γιατί πιστεύω πως αξίζει τα λεφτά του και θα ανταπεξέλθει στις περισσότερες ανάγκες σας!!']",0,-3,3,1
"['Τ αγόρασα τον Ιούνιο του 2020, πολύ καλό ακουστικό, γρήγορο, δεν κολλάει, απορώ που γκρινιάζουν κάποιοι, φοβερές φωτογραφίες, έμεινα τόσο ευχαριστημένος,που αγόρασα το ιδιο στον γιο μου, που το έχει ξεζουμίσει , παίζει παιχνίδια κ ακούει όλη μέρα μουσική. Εγώ πάντα είχα iphone, ενώ ο γιος ήταν πολύ ευχαριστημένος με το pocophone 1, αλλά βούτηξε στη πισίνα πέρσι και....τέλος.\nΤα πολλά λόγια είναι φτώχεια, φοβερό κινητό!!! \nΤο επόμενο μας , πάλι Xiaomi αλλά με amoled.']",0,-4,3,1
"['Λοιπόν θα μιλήσω ειλiκρίνα.Είναι το καλύτερο κινητό που έχω πάρει μέχρι στιγμής αλλά έχει ένα πράγμα που δεν μου αρέσει,αυτό είναι ότι φορτώνει αργά σε σχέση με το OnePlus Nord(128GB) Blue Marble.                              Αυτό ήταν το σχόλιο ελπίζω να σας βοήθησα.']",0,-2,1,1
['Απαράδεκτο να αγοράζεις τηλέφωνο και να κολλάει μετά από 6 μήνες. Μην αγοράζετε το 9. Ίσως είμαι άτυχη με το συγκεκριμένο προϊόν ίσως όχι. Το 8 που το έχουν φίλοι μου δεν έχει απογοητεύσει κανέναν.'],1,-2,3,0
['Έχω το τηλέφωνο ενάμιση χρόνο από την αρχή που το πείρα κολλάει και χρειάζεται συνεχώς επανεκκινήσεις ενώ και η κάμερα που βγάζει καλές φωτογραφίες και βίντεο τά χρώματα είναι πολύ κρύα προσωπικά δεν θα το ξαναγόραζα'],1,-1,3,0
"['Αγόρασα αυτό το κινητό τον 9/2020.Επισης το ίδιο πήρε και ο αδερφός μου 1 μηνα μετά. Γενικά σαν κινητό, είναι καλό λόγω των χρημάτων που κόστισε κ μόνο , έχει φοβερή μπαταρία, στα παιχνίδια είναι άνετο χωρίς κολλήματα και γρήγορο με πολλές εφαρμογές ανοιχτές.. Αλλά.. υπάρχει θέμα όταν μιλάς, δεν ""απενεργοποιειται η οθόνη με συνέπεια το αυτί σου να πατάει την σίγαση μικροφώνου πολλές φορές, ενώ πέφτει κ η γραμμή ξαφνικά πολλές φορές. Το χειρότερο όμως είναι ξαφνικά εδώ και 2-3 μήνες κολλάει μονο του, κ ανοίγει μόνο του τα μηνύματα, γράφει επίσης μονο του (πατιούνται διάφορα πλήκτρα), ανεβοκατεβαζει την ένταση κ μπαινιβγαινει σε εφαρμογές. Αυτό σταματάει μόνο όταν πατήσεις για ώρα να κάνει επανεκκίνηση.. Έχει συμβεί σίγουρα καμιά 10αρια φορές. Σημειωτέον.. Αυτό γίνεται και στις δύο συσκευές, τη δική μου κ του αδερφού μου, ενώ πρόσφατα έμαθα κ από καινούριο συνάδελφο ότι έχει το ίδιο πρόβλημα. Ίσως φταίει κάποια αναβάθμιση που έκαναν, αλλά ακόμα υφίσταται το πρόβλημα.']",0,-4,3,0
"['Αγόρασα αυτό το κινητό γνωρίζοντας ως πρώην κάτοχος του Note 4, το οποίο παρόλο που είχε κάποια θεματάκια σύνδεσης και λογισμικού ήταν σκυλί και η τιμή του ήταν ασυναγώνιστη, ότι θα έχει κάποια προβληματάκια αλλά θα είναι και αυτό ένα πολύ καλό κινητό για τα λεφτά του. Στις πρώτες 3-4 μέρες χρήσης δεν είχα παρατηρήσει κάτι και ήμουν πολύ ευχαριστημένος αλλά μετά από μία βδομάδα φάνηκαν κάποια προβλήματα τα οποία θα τα χαρακτήριζα ως εξωφρενικά εκνευριστικά. Αρχικά όταν άκουγα μουσική με τα ακουστικά μπορεί στα καλά καθούμενα να κοβόταν ο ήχος και να έπρεπε να τα βγάλω από τη μίζα aux , να παίξω με το ηχείο το τραγούδι και να τα ξανασυνδέσω για να μπορώ ξανά να ακούω μουσική. Ένα επόμενο πρόβλημα που μου έβγαζε είναι ότι πάρα πολλές φορές όποτε έπαιρνα ή με έπαιρναν τηλέφωνο δεν ακουγόταν τίποτα παρά κάτι παράσιτα όποτε έκλεινα την κλήση. Αυτό το πρόβλημα φτιαχνόταν ΜΌΝΟ με επανεκκίνηση του κινητού η οποία για κάποιον λόγο γινόταν υπερβολικά αργά ( μέχρι και 4-5 λεπτά αναμονή για επανεκκίνηση). Τέλος η οθόνη στα καλά καθούμενα θα ανέβαζε την φωτεινότητα στο θεό και θα έκανε πολύ πιο έντονα τα λευκά χρώματα κάτι που για άλλη μια φορά φτιαχνόταν μόνο με επανεκκίνηση. Αυτά τα προβλήματα με έχουν κάνει να μην επιθυμώ να αγοράσω ξανά προϊόν Χιαόμι καθώς προτιμώ τώρα πια να δώσω κάτι παραπάνω για να πάρω μια μάρκα η οποία τουλάχιστον δεν θα έχει αυτά τα bugs .']",0,-3,3,0
['Το κινητό αυτό για τα χρήματα του είναι πολύ καλό και έχει και 128 gb.με αποτέλεσμα να μπορείς να βγάλεις πολλές φωτογραφίες και να έχεις και τα παιχνίδια σ'],1,-1,3,1
"[""Τρομερό τηλέφωνο που μπορώ να πω ότι δεν έχει να ζηλέψει τίποτα από τα ακριβότερα. Τέλεια κάμερα και βίντεο. Πολύ καλό ηχείο και φοβερή μπαταρία. Στα 64GB δεν θα πήγαινα να πω την αλήθεια διότι πλέον κατ' εμέ είναι μικρή χωρητικότητα. Προσωπικά το χρησιμοποιώ σαν εργαλείο δουλειάς και όχι σαν παιχνιδομηχανή.Ερχόμενος από το Samsung Galaxy S8+ μπορώ να πω ότι είμαι απόλυτα ευχαριστημένος από το Νote 9 Pro.Πριν προχωρήσετε στην αγορά του θα πρότεινα να πάτε σε ένα μαγαζί που το έχει εκθεσιακό για να δείτε πως κάθετε στα χέρια σας μιας και είναι ένα μεγάλο τηλέφωνο.\n\nΕλπίζω να βοήθησα, καλή συνέχεια στο ψάξιμο σας.""]",0,-4,3,1
"['Ένα κινητό που ξεπερνά τις προσδοκίες για τα χρήματα του, πολύ ωραία κάμερα για φωτογραφίες, η μπαταρία του τα σπάει, η οθόνη πολύ καλή. Το μόνο όχι και τόσο θετικό είναι η ένταση και η ποιότητα του ήχου, ωστόσο για τα χρήματα που κοστίζει μπορεί κανείς να τα παραβλέψει!']",1,-1,2,1
"['Γραφω ενα update της εμπειριας μου να βοηθήσω φιλους στην επιλογή. Αρχικα θελώ να τονίσω οτι η καμερά δεν είναι και ότι καλύτερο στο χαμηλό φωτισμό, στο βίντεο ισως σώζετασι η κατάσταση. Τωρα που τα 64 gb φορτωσαν αρχεία, παρατηρώ μικροκολλήματα αλλά δεν είναι συχνά ή ενοχλητικά. Τέλος είχα προβλήματα με το μικρόφωνο κατα την κληση.  Κλεινω με τα θετικά, Καλή ποιότητα κατασκεύης και καλη (οχι όμως Αmoled)  οθόνη και εξαιρετική μπαταρία.']",0,-2,2,1
"['μετά από δέκα χρόνια iPhone η μετάβαση ήταν πολύ εύκολη. απολύτως κανένα πρόβλημα για τις συνήθεις λειτουργίες. Μεγάλη οθόνη με ευκρίνεια, γρήγορο, δεν κολλάει και μια μπαταρία που βγάζει άνετα 1,5 μέρα με πολύ βαρειά χρήση. κανένα πρόβλημα.']",0,-3,3,1
"['Γελάω με κάτι κριτικές που διαβάζω ότι δε κολλάει, ότι είναι πολύ γρήγορο κτλ... Για τα χρήματα του τη κάνει τη δουλειά και με το παραπάνω. Μέχρι εκεί όμως. Το πιο θετικό του στοιχείο για μένα ήταν η μπαταρία του και το πιο αρνητικό η οθόνη (κακής ποιότητας).']",0,-2,2,0
"['ειναι πολυ γρηγορο ανταποκρινεται απειρα σκυλος πραγματικά δεν κολλαει και με 40 εφαρμογες ανοιχτες, μπαταρία παρα πολυ καλη 10 ωρες βαρης χρησης τουλαχιστον φορτιζει πολυ γρηγορα... το ηχειο ειναι καλο δεν εχει τελειο ήχο λιγο στις κλησεις δεν ακους και καθαρα ο αλλος σε ακουει ομως πολυ καλα.. καμερα παρα πολυ καλη και το βιντεο.. στα ακουστικα ο ηχος ειναι πολυ καλος.. το μονο προβλημα που αντιμετωπισα ειναι στις κλισεις.. αξιζει τα λεφτα του 200 που ηταν']",0,-3,3,1
"['Αγόρασα 2 redmi note 9 pro πριν 3 μήνες , ενώ στο ένα δεν αντιμετωπίσαμε κανένα πρόβλημα με τη φίλη μου στο άλλο είχα αρχικά πρόβλημα με το Bluetooth ( αναγκάστηκα να περάσω χειροκίνητα τα πάντα από το προηγούμενο redmi) και τώρα έχει πρόβλημα με τη συνδεσιμότητα στο 4g καθώς και στο σήμα το οποίο δεν έχει επιλυθεί ( η sim σε άλλα κινητά δουλεύει άψογα αλλά όχι σε αυτό).\nΕκ κατακλείδι δεν θα ρισκάρω ξανά στην αγορά Xiaomi λόγω των προβλημάτων με τις αναβαθμίσεις  αν και το κινητό φαινόταν να λειτουργεί άψογα για καιρό.']",0,-3,2,0
"['Λοιπόν αγόρασα το κινητό μια ώρα πριν κλείσουν τα μαγαζιά για Χριστούγεννα, είχα το Samsung J7 του 2017 και έπεσε και μου έσπασε η οθόνη και ήταν επείγον να πάρω κινητό γιατί θα εμένα τις γιορτές χωρίς τηλέφωνο.\nΠήρα αυτό βιαστικά αφότου διάβασα τις κριτικές.\nΓενικά θα ήμουν ευχαριστημένη αν:\nΤο τηλέφωνό εδώ και ένα μήνα περίπου, από τους 4 μήνες που το έχω, άρχισε να παγώνει η οθόνη.\nΑρχικά άρχισα να σβήνω και να ξαναανοιγω την οθόνη και ξεκολλούσε.\nΑλλά τις τελευταίες δυο εβδομάδες δεν μπορώ να κάνω ούτε αυτό. Παγώνει η οθόνη και μετά από δύο λεπτά απενεργοποιείται το κινητό και ενεργοποιείται ξανά μόνο του.\nΕίναι τρομερά σπαστικό.\nΜπήκα να κάνω κάτι πληρωμές προχθές στην αλφαμπανκ και κοκκαλωσε πάλι και έπρεπε να περιμένω να σβήσει και να ανάψει ξανά μόνο του.\nΑυτό το παθαίνει κάθε μέρα και τουλάχιστον μία φορά την ημέρα. Απογοήτευση σκέτη.\nΚαι είναι η πρώτη φορά που εμπιστεύτηκα την Xiaomi.\nΕπίσης το ηχείο του είναι χαμηλό και όταν συνδέω ακουστικά επίσης ακούγονται χαμηλά.\nΝα σημειώσω πως το κινητό δεν μου έχει πέσει ποτέ κάτω, ούτε παίζω παιχνίδια, ούτε φορτωμένο με εφαρμογές είναι. Μια απλή αναζήτηση στη Google κάνω, λίγο social και κανένα βιντεάκι στο YouTube να δω.\nΚαι κάτι ακόμα , όταν μιλάω σε κλήση και πάω να το κλείσω, η οθόνη είναι μαύρη, δεν μου βγαίνει το κόκκινο τηλεφωνακι για να τερματίσω την κλήση και πρέπει ξανά να σβήσω με το κουμπί την οθόνη και να την ανοίξω ξανά για να μου δείξει η οθόνη την κλήση και να μπορέσω να τη τερματίσω.\nΑπογοήτευση.\n\nEdit: 7/5/21\nΗ οθόνη δεν είναι amoled, και αν είχες amoled σε προηγούμενο κινητό καταλαβαίνεις τη διαφορά ποιότητας.\nΕπίσης σε εξωτερικό χώρο στο φως του ήλιου, δε βλέπω τίποτα στην οθόνη, σε αντίθεση με το Samsung που ακόμα και στην παραλία έβλεπα μια χαρά.']",1,-2,3,0
